id,latitude,longitude
144,43.627499,-79.396167
145,69.433334,-133.026389
146,45.470556,-73.740833
147,66.521389,-86.224722
148,68.776111,-81.243611
149,48.206111,-78.835556
150,55.15139,-105.261944
151,53.355833,-110.82389
152,67.545833,-64.031389
153,48.053333,-77.782778
154,58.096111,-68.426944
155,65.281617,-126.798219
156,49.193889,-123.184444
157,55.841944,-108.4175
158,44.745834,-81.107222
159,45.952221,-77.319168
160,49.910036,-97.239886
161,52.921944,-66.864444
162,52.183056,-122.054167
163,63.209444,-123.436667
164,49.612222,-115.781944
165,53.5725,-113.520556
166,52.170834,-106.699722
167,50.01889,-110.720833
168,56.238056,-120.740278
169,50.113889,-91.905278
170,66.145,-65.713611
171,47.695,-79.848889
172,53.889444,-122.678889
173,54.468508,-128.576219
174,43.033056,-81.151111
175,49.025278,-122.360556
176,60.709553,-135.067269
177,46.363611,-79.422778
178,51.113888,-114.020278
179,54.824722,-127.182778
180,58.836389,-122.596944
181,49.463056,-119.602222
182,46.290001,-63.121111
183,69.546667,-93.576667
184,48.646944,-123.425833
185,56.863888,-101.07611
186,50.291944,-107.690556
187,58.739167,-94.065
188,53.319168,-60.425833
189,47.61861,-52.751945
190,49.413889,-82.4675
191,50.290279,-88.909721
192,48.608612,-68.208056
193,43.677223,-79.630556
194,43.7425,-79.465556
195,45.885277,-82.567778
196,62.462778,-114.440278
197,55.293056,-114.777222
198,53.254333,-131.813833
199,42.999444,-82.308889
200,50.680556,-127.366667
201,54.14389,-115.786667
202,50.223333,-66.265556
203,60.172779,-132.742778
204,44.984444,-64.916944
205,62.2075,-133.375833
206,67.4075,-134.860556
207,36.503613,2.814167
208,35.3325,4.206389
209,36.711997,5.069922
210,36.691014,3.215408
211,24.292767,9.452444
212,36.545834,2.876111
213,26.710103,0.285647
214,26.723536,8.622653
215,35.525414,2.878714
216,22.811461,5.451075
217,36.795136,5.873608
218,33.535853,-0.242353
219,35.752239,0.626272
220,36.822225,7.809167
221,36.276028,6.620386
222,35.431611,8.120717
224,32.930431,3.311542
225,35.341136,1.463147
226,35.735389,-0.805389
227,27.700372,-8.167103
228,36.212658,1.331775
229,35.542444,-0.532278
230,35.016667,-1.45
231,35.623858,-0.621183
232,35.171775,-0.593275
233,35.207725,0.147142
234,27.837589,-0.186414
235,34.793289,5.738231
236,30.571294,2.859586
237,32.384106,3.794114
238,31.672972,6.140444
239,27.251022,2.512017
240,33.067803,6.088672
241,33.764383,2.928344
242,29.237119,0.276033
243,31.917223,5.412778
244,28.05155,9.642911
245,6.357228,2.384353
246,12.353194,-1.512417
247,11.160056,-4.330969
248,5.605186,-0.166786
249,9.557192,-0.863214
250,10.082664,-2.507694
251,7.361828,-2.328756
252,4.896056,-1.774756
253,5.261386,-3.926294
254,7.7388,-5.073667
255,6.792808,-6.473189
256,9.387183,-5.556664
257,7.272069,-7.587364
258,4.746717,-6.660817
259,6.903167,-5.365581
260,9.006792,7.263172
261,7.246739,5.301008
262,6.316981,5.599503
263,4.976019,8.347197
264,6.474272,7.561961
265,12.171667,6.696111
266,7.362458,3.978333
267,8.440211,4.493919
268,9.639828,8.86905
269,10.696025,7.320114
270,12.047589,8.524622
271,11.855347,13.08095
272,7.703883,8.613939
273,6.577369,3.321156
274,9.652172,6.462256
275,5.015494,6.949594
276,12.916322,5.207189
277,9.257553,12.430422
278,11.130192,7.685806
279,13.502531,7.126753
280,13.481547,2.183614
281,14.875658,5.265358
282,16.965997,8.000114
283,18.968703,12.86865
284,13.372894,12.626686
285,13.778997,8.983761
286,35.758056,10.754722
287,36.851033,10.227217
288,37.245447,9.791453
289,32.306156,10.382108
290,34.422022,8.822503
291,33.876919,10.103333
292,36.721339,9.943147
293,33.875031,10.775461
294,31.704281,9.254619
295,34.717953,10.690972
296,33.939722,8.110556
297,9.767333,1.09125
298,6.165611,1.254511
299,51.189444,4.460278
300,50.75861,4.768333
301,51.168333,5.47
302,50.901389,4.484444
303,49.891667,5.223889
304,50.459197,4.453817
305,50.575833,3.831
306,51.090278,2.652778
307,50.243333,4.645833
308,50.817222,3.204722
309,50.637417,5.443222
310,51.198889,2.862222
311,50.9475,5.590556
312,50.791944,5.201667
313,50.035833,5.404167
314,51.144133,3.474361
315,51.394783,4.960194
316,51.264722,4.753333
317,51.193531,14.519747
318,50.981817,12.506361
319,51.831828,12.184033
320,52.197333,14.585667
6891,39.6335556,-86.8138056
322,51.308111,13.554973
323,51.363,11.940833
324,51.552,12.052667
325,51.2935,13.356
326,53.306417,12.753139
327,52.579978,13.915683
328,52.203258,13.158408
329,54.33754,12.699705
330,50.915161,11.714519
331,52.918833,12.425333
332,52.073658,11.626467
333,51.363167,14.95
334,53.8327,13.669131
335,51.889475,14.531986
336,51.29625,14.129
337,52.380001,13.5225
338,51.132767,13.767161
339,50.979811,10.958106
340,50.026421,8.543125
341,52.134642,7.684831
342,53.630389,9.988228
343,52.473025,13.403944
344,50.865917,7.142744
345,51.289453,6.766775
346,48.353783,11.786086
347,49.4987,11.066897
348,51.432447,12.241633
349,49.214553,7.109508
350,48.689878,9.221964
351,52.559686,13.287711
352,52.461056,9.685078
353,53.0475,8.786667
354,49.960833,8.6415
355,49.948672,7.263892
356,49.472706,8.514264
357,51.034878,8.680839
358,49.606511,8.3684
359,49.968931,8.148336
360,50.992797,10.472711
361,50.707658,8.082969
362,53.535886,9.837025
363,54.3795,10.145167
364,53.805367,10.719222
365,50.405888,6.528083
366,51.099445,7.601944
367,51.483333,7.899333
368,51.402333,6.937333
369,51.964833,8.544833
370,51.230356,6.504494
371,51.614089,8.616317
372,51.995844,6.840667
373,51.518314,7.612242
374,48.425158,10.931764
375,48.111,9.762833
376,48.396167,12.723667
377,48.108833,10.524333
378,48.081364,11.283067
379,48.90095,12.518186
380,48.635167,13.195667
381,47.859117,10.014572
382,47.671317,9.511486
383,53.426997,11.783436
384,52.627778,11.818333
385,48.777833,10.264667
386,49.984428,11.638569
387,49.793833,11.133167
388,50.288836,11.854919
389,50.018,10.5295
390,50.3255,7.528667
391,49.8635,6.788167
392,49.302776,8.451195
393,49.209525,7.400647
394,47.973331,8.522223
395,48.022653,7.832583
396,48.053833,9.372833
397,49.118317,9.783956
398,51.6075,13.738
399,52.319167,10.556111
400,51.408394,9.377631
401,52.179833,9.945667
402,53.507081,8.572878
403,53.391186,7.227408
404,53.271592,7.442344
405,53.504833,8.053333
406,53.5955,6.709167
407,53.706822,7.230247
408,54.771772,9.378214
409,54.220928,9.600803
410,54.91325,8.340472
411,59.260286,24.208467
412,58.990756,22.830733
413,58.229883,22.509494
414,58.419044,24.472819
415,59.413317,24.832844
416,58.307461,26.690428
417,68.362586,23.424322
418,61.116112,22.201389
419,61.85605,24.7866
420,60.254558,25.042828
421,60.317222,24.963333
422,61.689656,23.073744
423,59.848864,23.083583
424,60.654444,24.881111
425,60.462502,23.6525
426,61.249172,28.903711
427,62.166111,30.073611
428,68.607269,27.405328
429,62.662906,29.60755
430,62.399453,25.678253
431,63.127078,23.051442
432,65.781889,24.5991
433,64.285472,27.692414
434,62.462502,22.393055
435,63.721172,23.143131
436,66.712883,27.156786
437,65.987575,29.239381
438,67.701022,24.84685
439,63.00715,27.797756
440,61.144158,25.693508
441,61.044553,28.144397
442,60.122203,19.898156
443,62.946667,23.518889
444,61.6866,27.201794
445,60.333889,24.296389
446,64.930061,25.354564
447,61.245558,22.193356
448,61.461686,21.799983
449,65.402222,26.946944
450,63.731917,25.926306
451,64.688056,24.695833
452,62.065481,28.356494
453,66.564822,25.830411
454,60.744722,24.107778
455,61.943064,28.945136
456,61.062389,26.798861
457,67.395033,26.619133
458,61.414147,23.604392
459,61.77335,24.027006
460,60.514142,22.262808
461,60.896394,26.938353
462,63.05065,21.762175
463,62.171111,27.868611
464,64.060547,24.715953
465,54.6575,-6.215833
466,54.398889,-7.651667
467,54.618056,-5.8725
468,55.042778,-7.161111
469,52.453856,-1.748028
470,52.369722,-1.479722
471,52.607778,-1.031944
472,51.894167,-2.167222
474,52.5175,-2.259444
475,51.668056,-2.056944
476,52.040833,-1.095556
477,52.192222,-1.614444
478,53.353744,-2.27495
479,53.338056,-2.148889
480,51.087167,-4.150339
481,50.440558,-4.995408
482,51.505144,-1.993428
483,51.152189,-1.747414
484,50.086092,-5.255711
485,51.404811,-3.43575
486,51.009358,-2.638819
487,51.833056,-4.961111
488,51.396667,-3.343333
489,51.605333,-4.067833
490,51.382669,-2.719089
491,53.333611,-2.849722
492,51.874722,-0.368333
493,50.422778,-4.105833
494,50.78,-1.8425
495,50.950261,-1.356803
496,51.187167,-1.0335
497,49.706111,-2.214722
498,49.434956,-2.601969
499,49.207947,-2.195508
500,50.835556,-0.297222
501,51.330833,0.0325
502,51.148056,-0.190278
503,51.505278,0.055278
504,51.275833,-0.776333
505,51.676111,-1.080833
506,51.323889,-0.8475
507,51.4775,-0.461389
508,51.571389,0.695556
509,50.956111,0.939167
510,51.342222,1.346111
511,53.719667,-0.566333
512,54.9375,-2.809167
513,53.280556,-0.951389
514,53.771667,-3.028611
515,53.574444,-0.350833
516,54.131167,-3.263667
517,53.865897,-1.660569
518,53.745097,-2.883061
519,53.178056,-2.977778
520,54.083333,-4.623889
521,55.0375,-1.691667
522,54.509189,-1.429406
523,52.831111,-1.328056
524,52.811744,-4.123575
525,52.871164,-2.533561
526,52.798169,-2.668042
528,53.581575,-3.055522
529,58.957778,-2.905
530,59.878889,-1.295556
531,58.458889,-3.093056
532,57.201944,-2.197778
533,57.5425,-4.0475
534,55.871944,-4.433056
535,55.95,-3.3725
536,55.681944,-6.256667
537,55.509444,-4.586667
538,57.481111,-7.362778
539,60.432778,-1.296111
540,56.452499,-3.025833
541,58.215556,-6.331111
542,56.499167,-6.869167
543,56.372889,-2.868444
544,57.705214,-3.339169
545,52.205,0.175
546,52.468056,-0.251111
547,52.675833,1.282778
548,51.885,0.235
549,51.721667,0.154167
550,53.394256,-1.388486
551,52.072222,-0.616667
552,50.734444,-3.413889
553,51.519444,-2.590833
554,51.836944,-1.32
555,51.616389,-1.095833
556,52.409333,0.561
557,52.361933,0.486406
558,52.127283,0.956264
559,52.357167,-0.107833
560,51.682167,-1.790028
561,51.749964,-1.583617
562,51.234139,-0.942825
563,52.640028,-2.305578
564,51.553,-0.418167
565,53.093014,-0.166014
566,54.137186,-1.420253
567,54.292383,-1.5354
568,53.834333,-1.1955
569,52.342611,0.772939
570,52.735711,-0.648769
571,53.307778,-0.550833
572,52.612558,-0.476453
573,54.048911,-1.252747
574,53.166167,-0.523811
575,54.205522,-1.382094
576,53.03035,-0.483242
577,52.962225,-0.561625
578,52.648353,0.550692
579,-51.822777,-58.447222
580,52.308613,4.763889
581,51.25528,5.601389
582,50.911658,5.770144
583,52.060556,5.873056
584,53.119167,6.129722
585,51.450139,5.374528
586,53.11972,6.579444
587,51.567389,4.931833
588,52.923353,4.780625
589,52.460278,5.527222
590,53.228611,5.760556
591,51.956944,4.437222
592,52.1273,5.27619
593,52.27,6.874167
594,52.166139,4.417944
595,51.449092,4.342031
596,51.841269,-8.491111
597,53.300175,-8.941592
599,53.421333,-6.270075
600,53.910297,-8.818492
601,52.180878,-9.523783
602,53.301667,-6.451333
603,52.701978,-8.924817
604,54.280214,-8.599206
605,52.1872,-7.086964
607,56.300017,10.619008
608,55.740322,9.151778
609,55.617917,12.655972
610,55.525942,8.553403
611,55.941387,12.382222
612,56.297458,9.124628
613,57.277228,11.000083
614,54.699344,11.440117
615,55.476664,10.330933
616,54.870306,9.279014
617,55.585567,12.131428
618,55.063267,14.759558
619,54.964367,9.791731
621,55.225553,9.263931
622,56.550208,9.172983
623,57.0688,8.705225
624,55.436283,9.330925
625,62.063628,-7.277219
626,56.846944,9.458611
627,55.990122,8.353906
628,57.092789,9.849164
629,49.626575,6.211517
630,62.560372,6.110164
631,69.2925,16.144167
632,69.976111,23.371667
633,60.63885,6.501497
634,65.461111,12.2175
635,67.269167,14.365278
636,60.293386,5.218142
637,70.600278,29.6925
638,58.204214,8.085369
639,60.416667,8.512778
640,69.055758,18.540356
641,68.4913,16.678108
642,61.015556,9.288056
643,61.583611,5.024722
644,60.193917,11.100361
645,59.345267,5.208364
646,70.486675,22.139744
647,63.111781,7.824522
648,59.969336,11.036089
649,69.725781,29.891295
650,58.099486,6.62605
651,62.744722,7.2625
652,65.783997,13.214914
653,70.068814,24.973489
654,59.565683,9.212222
655,63.698908,9.604003
656,62.578411,11.342347
657,59.378933,10.785389
658,78.246111,15.465556
659,59.185,9.566944
660,59.791925,5.34085
662,65.956828,12.468944
663,69.683333,18.918919
664,59.186703,10.258628
665,63.457556,10.92425
666,58.876778,5.637856
667,52.268494,20.911047
668,54.377569,18.466222
669,50.077731,19.784836
670,50.238147,19.034181
671,50.474253,19.080019
673,50.322275,21.462131
674,52.421031,16.826325
675,50.109958,22.019
676,53.584731,14.902206
677,54.478889,17.1075
678,53.790639,15.82625
679,52.16575,20.967122
680,51.102683,16.885836
681,52.138517,15.798556
682,58.402278,15.525683
683,58.610867,16.103592
684,59.897328,17.588581
685,56.266667,15.265
686,58.498136,13.053231
687,57.662836,12.279819
688,57.757594,14.068731
689,58.169794,13.587847
690,58.465522,13.174414
691,57.774722,11.870372
692,58.4564,13.972672
693,58.318056,12.345
694,58.513842,14.507119
695,58.426445,12.714389
696,59.418694,17.890694
697,59.345867,14.495922
698,60.957908,14.511383
699,58.788636,16.912189
700,59.675856,12.639442
701,56.610761,15.604761
702,56.950278,13.921667
703,55.921686,14.085536
704,55.944444,12.869444
705,57.350453,16.497972
706,57.264167,13.599439
707,56.685531,16.287578
708,55.530193,13.371639
709,56.691128,12.820211
710,57.292222,14.137222
711,56.929144,14.727994
712,63.738333,15.458333
713,62.408889,13.747222
714,62.047811,14.42295
715,67.132408,20.814636
716,61.768092,17.080719
717,66.496236,20.147181
718,63.048597,17.768856
719,64.548322,18.716219
720,63.128611,14.802778
721,62.528125,17.443928
722,63.408339,18.990039
723,65.398333,21.260833
724,67.821986,20.336764
725,61.190033,14.712567
726,64.624772,21.076892
727,62.481369,17.002917
728,63.791828,20.282758
729,64.579083,16.833575
730,65.590278,19.281944
731,59.223733,15.037956
733,59.589444,16.633611
734,65.543758,22.121989
735,65.875325,20.149917
736,59.386585,15.924055
737,59.651944,17.918611
738,59.354372,17.94165
739,60.422017,15.515211
740,57.525833,15.823333
741,60.593333,16.951389
742,58.40615,15.680508
743,58.586253,16.250622
745,59.351078,16.7084
746,57.662797,18.346211
748,67.764789,20.257228
750,49.972667,6.6925
751,49.436911,7.600283
752,49.920433,10.914233
753,49.648131,9.966494
754,52.2785,9.082167
755,52.5912,10.022133
756,52.291167,7.387
757,51.1145,9.285833
758,48.220297,9.910019
759,50.366,7.315333
760,49.391833,9.958167
761,49.2175,11.100167
762,52.919406,10.197528
763,49.698686,11.940175
764,50.169189,8.961586
765,49.218056,11.836111
766,49.743057,10.200556
767,53.767667,8.6585
768,52.585514,8.341014
769,50.960817,6.042422
770,54.312167,9.538167
771,53.5335,7.888667
772,53.918167,12.278333
773,50.831167,6.658167
774,54.459333,9.516333
775,53.547833,7.667333
776,53.602167,13.306
777,52.457333,9.427167
778,49.63361,11.767222
779,49.563569,8.463392
780,50.049819,8.325397
781,48.0705,10.906
782,50.173833,7.063333
783,48.322333,11.948667
784,48.205667,11.267
785,51.767833,13.167667
786,48.715667,11.534
787,48.1855,10.861167
788,48.711,11.2115
789,51.922833,8.306333
790,-28.575001,16.533333
791,-29.281767,18.813869
792,-26.23865,28.301769
793,-32.89715,27.279111
794,-29.092722,26.302444
795,-28.248392,28.336125
796,-27.366769,26.629194
797,-33.964806,18.601667
798,-31.500278,19.725897
799,-29.970089,30.950519
800,-33.035569,27.825939
801,-26.495644,29.979764
802,-28.823119,27.9089
803,-25.986267,28.140061
804,-34.005553,22.378889
806,-32.193611,24.541389
807,-33.284721,26.498083
808,-29.122011,30.586706
809,-28.078694,26.861178
810,-28.235072,29.106206
811,-24.368642,31.048744
812,-30.562164,25.528286
813,-26.139166,28.246
814,-26.871064,26.718003
815,-28.802834,24.765167
816,-26.080978,27.725667
817,-27.660617,27.315761
818,-27.456667,23.411388
819,-29.688403,17.094006
820,-25.938514,27.926133
821,-26.175672,26.184575
822,-23.159911,29.696544
823,-32.968889,18.160278
824,-28.581667,29.749722
825,-25.684775,29.440158
827,-30.857408,30.343019
828,-24.989114,29.283122
829,-27.079253,29.778528
6813,69.2225,-49.9383
831,-25.473603,31.565828
832,-25.704458,26.908978
833,-27.626086,32.044275
834,-27.770586,29.976894
835,-24.686056,28.434944
836,-34.554861,20.250681
837,-33.606967,22.188978
838,-33.984919,25.617275
839,-34.090279,23.327778
840,-23.937166,31.15539
841,-23.926089,29.484422
842,-31.605886,29.519786
843,-29.648975,30.398667
844,-25.333822,27.173358
845,-23.845306,29.458611
846,-26.670994,27.0819
847,-26.889344,27.503417
848,-31.920197,26.882206
849,-28.741039,32.092111
850,-25.6443,27.271119
851,-33.812181,19.902828
852,-29.689333,17.939611
853,-26.524083,29.170144
854,-32.964067,17.969331
855,-26.248411,28.397508
856,-25.809717,28.164631
857,-27.648606,22.999278
858,-34.048222,20.474611
859,-24.960944,31.588731
860,-28.260028,22.993178
861,-29.032928,26.157564
862,-26.776556,29.338778
863,-23.824417,30.329306
864,-28.320586,31.416519
865,-28.399097,21.260239
866,-31.547903,28.674289
867,-26.982408,24.728756
868,-29.770606,31.058406
869,-31.640961,18.544789
870,-26.566372,27.960756
871,-25.653858,28.224231
872,-25.832294,29.192019
873,-25.83,28.2225
874,-27.998,26.669586
875,-33.900244,18.498297
876,-25.598972,26.042333
877,-21.159597,27.474525
878,-24.602333,24.690971
879,-17.832875,25.1624
880,-19.972564,23.431086
881,-24.555225,25.918208
882,-22.05835,27.828767
883,-4.2517,15.253031
884,-0.53135,15.950094
885,1.615994,16.037917
886,-4.816028,11.886597
887,-26.529022,31.307519
888,4.398475,18.518786
889,4.221583,15.786369
890,1.905469,9.805681
891,3.755267,8.708717
892,-7.969597,-14.393664
893,-20.430235,57.6836
894,-19.757658,63.360983
895,-7.313267,72.411089
896,4.089192,9.360528
897,4.006081,9.719481
898,10.451392,14.257361
899,5.636919,10.750817
900,7.357011,13.559242
901,9.335892,13.370103
902,5.536919,10.354583
903,6.039239,10.122639
904,3.836039,11.523461
905,-12.572778,27.89395
906,-17.821756,25.822692
907,-15.330817,28.452628
908,-13.258878,31.936581
909,-15.254542,23.162306
910,-12.998139,28.664944
911,-12.900469,28.149858
912,-11.533661,43.27185
913,-12.298108,43.7664
914,-12.131667,44.430279
915,-12.804722,45.281113
916,-20.8871,55.510308
917,-21.320039,55.423581
918,-18.79695,47.478806
919,-19.562778,45.450832
920,-17.093889,49.815834
921,-18.109517,49.392536
922,-20.28475,44.317614
923,-12.3494,49.291747
924,-16.1639,49.773753
925,-14.651667,49.620556
926,-13.188431,48.987978
927,-14.999411,50.320233
928,-14.629694,47.763783
929,-15.667144,46.351828
930,-13.312067,48.314822
931,-16.741945,44.481388
932,-15.436666,49.688332
933,-14.278611,50.174721
934,-13.375834,50.002777
935,-14.89875,47.993894
936,-13.484814,48.632739
937,-25.038056,46.956111
938,-21.441558,47.111736
939,-22.805286,47.820614
940,-22.119722,48.021667
941,-21.201772,48.358317
942,-21.753867,43.375533
943,-23.383369,43.728453
944,-6.269897,14.247025
945,-12.609025,13.403711
946,-5.596992,12.188353
6814,18.3127,-65.3034
948,-12.808878,15.760547
949,-12.404633,16.947414
950,-12.371233,13.536625
951,-8.858375,13.231178
952,-9.525086,16.312406
953,-14.657583,17.719833
955,-7.754506,15.287728
956,-10.721956,13.765528
957,-9.689067,20.431875
958,-6.141086,12.371764
959,-14.924733,13.575022
960,-11.768086,19.897672
961,-7.603067,15.027822
962,-16.755417,14.965344
963,1.543108,11.581361
964,-0.665214,13.673133
965,-0.704389,10.245722
966,2.075639,11.493195
967,-0.711739,8.754383
968,-1.574733,9.262694
969,0.579211,12.890908
970,0.4586,9.412283
971,-1.656156,13.438036
972,1.662936,7.411742
973,0.378175,6.712153
974,-19.796419,34.907556
976,-23.876431,35.408544
977,-13.273986,35.266262
978,-15.033058,40.671728
979,-25.920836,32.572606
980,-11.672922,39.563142
981,-11.361789,40.354875
982,-13.225053,37.552067
983,-14.488233,40.71225
984,-15.105611,39.2818
985,-12.986753,40.522492
986,-17.8555,36.869106
987,-15.602694,32.773189
988,-16.104817,33.640181
989,-14.704617,34.352369
990,-22.018431,35.313297
991,-7.004783,52.726247
992,-5.696697,53.655844
993,-10.109611,51.176119
994,-4.674342,55.521839
995,-4.319292,55.691417
996,-7.134567,56.278239
997,13.847,20.844333
998,8.624406,16.071419
999,12.133689,15.034019
1000,17.917053,19.111078
1001,-20.017431,28.617869
1002,-17.751561,30.924706
1003,-21.008083,31.57855
1004,-18.095881,25.839006
1005,-17.931806,31.092847
1006,-16.519761,28.884981
1007,-17.431917,32.184502
1008,-18.997499,32.627224
1009,-20.055333,30.859111
1010,-20.289497,30.088228
1011,-19.436394,29.861911
1012,-18.629872,27.021042
1013,-15.679053,34.974014
1014,-9.953569,33.893022
1015,-13.014631,33.468597
1016,-13.789378,33.781
1017,-11.44475,34.011776
1018,-29.462256,27.552503
1019,-29.304053,27.503458
1020,-4.38575,15.444569
1021,-4.326689,15.327342
1022,-5.930858,12.351789
1023,-5.918056,12.447694
1024,-3.311319,17.381683
1025,-5.035767,18.785631
1026,0.0226,18.288744
1027,4.253206,20.975283
1028,3.235369,19.771258
1029,4.157639,21.650917
1030,2.170658,21.496906
1031,0.5175,25.155014
1032,2.827606,27.588253
1033,1.565719,30.220833
1034,2.818347,24.793706
1035,-2.308978,28.808803
1036,-1.670814,29.238464
1037,-2.919178,25.915361
1038,-11.591333,27.530889
1039,-10.765886,25.505714
1040,-5.875556,29.25
1041,-8.642025,25.252897
1042,-5.900055,22.469166
1043,-6.121236,23.569008
1044,12.533544,-7.949944
1045,16.248433,-0.005456
1046,14.481233,-11.404397
1047,14.512803,-4.079561
1048,16.730458,-3.007583
1049,20.242983,0.977308
1050,13.337961,-16.652206
1051,28.452717,-13.863761
1052,27.814847,-17.887056
1053,28.626478,-17.755611
1054,27.931886,-15.386586
1055,28.945464,-13.605225
1056,28.044475,-16.572489
1057,28.482653,-16.341536
1058,35.279817,-2.956256
1059,8.616444,-13.195489
1060,11.287917,-15.1805
1062,6.289061,-10.758722
1063,6.233789,-10.362311
1064,30.381353,-9.546311
1065,28.448194,-11.161347
1066,33.927261,-4.977958
1067,33.505319,-5.152903
1068,31.9475,-4.398333
1069,33.879067,-5.515125
1070,34.78715,-1.923986
1071,33.655422,-7.22145
1072,34.051467,-6.751519
1074,33.367467,-7.589967
1075,31.606886,-8.0363
1076,34.298864,-6.595878
1077,30.939053,-6.909431
1078,35.177103,-3.839525
1079,35.594333,-5.320019
1080,35.726917,-5.916889
1081,12.555617,-16.281783
1082,12.4102,-16.746125
1083,14.146881,-16.051297
1084,14.739708,-17.490225
1085,16.050761,-16.463172
1086,14.847256,-12.468264
1087,12.572292,-12.220333
1088,13.736817,-13.653122
1089,16.711294,-9.637883
1090,18.570103,-11.423547
1091,16.589983,-11.406208
1092,16.622,-7.316567
1093,16.159547,-13.507617
1094,18.097856,-15.947956
1095,15.179692,-12.207272
1096,20.506828,-13.043194
1097,20.933067,-17.029956
1098,25.236697,-11.588697
1099,10.350556,-13.569167
1100,10.035467,-10.769825
1101,11.326058,-12.28685
1102,16.741389,-22.949444
1103,16.136531,-22.888897
1104,15.155928,-23.213703
1105,16.588356,-24.284656
1106,16.833689,-25.054661
1107,8.977889,38.799319
1108,9.003681,38.726019
1109,6.039389,37.590453
1110,14.14675,38.772833
1111,11.608075,37.321644
1112,9.6247,41.854203
1113,8.128764,34.563131
1114,12.5199,37.434047
6811,3.4833,72.8369
1116,7.666094,36.816639
1117,11.975014,38.979969
1118,13.467367,39.533464
1119,10.01855,34.586253
1120,-3.324019,29.318519
1121,9.518167,44.088758
1122,10.389167,44.941106
1123,-0.377353,42.459233
6890,41.9929342,-86.1280125
1126,31.183903,29.948889
1127,22.375953,31.611722
1128,30.121944,31.405556
1129,30.116362,30.915445
1130,27.178317,33.799436
1131,31.068975,34.129194
1132,25.671028,32.706583
1133,31.325356,27.221689
1134,31.279444,32.24
1135,28.685278,34.0625
1136,23.964356,32.819975
1137,28.209028,33.645517
1138,0.404458,35.238928
